,name,verified,author_id,location,username,url,created_at,public_metrics.followers_count,public_metrics.following_count,public_metrics.tweet_count,public_metrics.listed_count,entities.url.urls,entities.description.urls,entities.description.mentions,entities.description.hashtags
10,DarkWeb Haber,True,1051902349445345280,Türkiye,Darkwebhaber,https://t.co/fWr9Fz4lrp,2018-10-15T18:27:18.000Z,978216,115,73510,1180,"[{'start': 0, 'end': 23, 'url': 'https://t.co/fWr9Fz4lrp', 'expanded_url': 'http://t.me/DarkWebHaber0', 'display_url': 't.me/DarkWebHaber0'}]",,,
11,DarkWeb Haber,True,1051902349445345280,Türkiye,Darkwebhaber,https://t.co/fWr9Fz4lrp,2018-10-15T18:27:18.000Z,978216,115,73510,1180,"[{'start': 0, 'end': 23, 'url': 'https://t.co/fWr9Fz4lrp', 'expanded_url': 'http://t.me/DarkWebHaber0', 'display_url': 't.me/DarkWebHaber0'}]",,,
12,DarkWeb Haber,True,1051902349445345280,Türkiye,Darkwebhaber,https://t.co/fWr9Fz4lrp,2018-10-15T18:27:18.000Z,978216,115,73510,1180,"[{'start': 0, 'end': 23, 'url': 'https://t.co/fWr9Fz4lrp', 'expanded_url': 'http://t.me/DarkWebHaber0', 'display_url': 't.me/DarkWebHaber0'}]",,,
13,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
14,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
15,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
16,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
17,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
18,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
19,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
20,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
21,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
22,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
23,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
24,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
25,TRT HABER,True,219248343,Türkiye,trthaber,https://t.co/0SCaQKXPXO,2010-11-24T10:12:08.000Z,4335851,8,279588,3569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0SCaQKXPXO', 'expanded_url': 'http://www.trthaber.com', 'display_url': 'trthaber.com'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/OX78XGgtsx', 'expanded_url': 'http://instagram.com/trthaber', 'display_url': 'instagram.com/trthaber'}, {'start': 134, 'end': 157, 'url': 'https://t.co/N3ITlm9FXx', 'expanded_url': 'http://t.me/trthaberdijital', 'display_url': 't.me/trthaberdijital'}]","[{'start': 26, 'end': 35, 'username': 'trthaber'}, {'start': 54, 'end': 68, 'username': 'trthabercanli'}, {'start': 83, 'end': 94, 'username': 'trthabertv'}]",
26,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455674,13,22184,883,,,,
27,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455674,13,22184,883,,,,
28,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455674,13,22184,883,,,,
29,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455674,13,22184,883,,,,
30,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455674,13,22184,883,,,,
31,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455674,13,22184,883,,,,
32,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455674,13,22184,883,,,,
33,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455674,13,22184,883,,,,
34,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455675,13,22184,883,,,,
35,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455675,13,22184,883,,,,
36,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455675,13,22184,883,,,,
37,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455675,13,22184,883,,,,
38,Haber,False,2946409959,,Haber,,2014-12-28T20:50:43.000Z,455675,13,22184,883,,,,
39,A Haber,True,285685164,"İstanbul, Türkiye",ahaber,https://t.co/zuv2eMfKkb,2011-04-21T16:05:15.000Z,2067324,31,709399,2277,"[{'start': 0, 'end': 23, 'url': 'https://t.co/zuv2eMfKkb', 'expanded_url': 'http://www.ahaber.com.tr', 'display_url': 'ahaber.com.tr'}]","[{'start': 17, 'end': 40, 'url': 'https://t.co/imWpY0pUAI', 'expanded_url': 'http://bit.ly/ahaber-google', 'display_url': 'bit.ly/ahaber-google'}, {'start': 43, 'end': 66, 'url': 'https://t.co/tUcDdCqqHo', 'expanded_url': 'http://facebook.com/ahaber.com.tr', 'display_url': 'facebook.com/ahaber.com.tr'}, {'start': 69, 'end': 92, 'url': 'https://t.co/usPmRpghUA', 'expanded_url': 'http://instagram.com/tvahaber', 'display_url': 'instagram.com/tvahaber'}, {'start': 95, 'end': 118, 'url': 'https://t.co/PdES0QdD70', 'expanded_url': 'http://t.me/ahabercomtr', 'display_url': 't.me/ahabercomtr'}, {'start': 121, 'end': 144, 'url': 'https://t.co/zy6dHEP5VI', 'expanded_url': 'http://tiktok.com/@ahaber', 'display_url': 'tiktok.com/@ahaber'}, {'start': 147, 'end': 170, 'url': 'https://t.co/0gqZxLyWkK', 'expanded_url': 'http://youtube.com/ahaber', 'display_url': 'youtube.com/ahaber'}]",,
40,A Haber,True,285685164,"İstanbul, Türkiye",ahaber,https://t.co/zuv2eMfKkb,2011-04-21T16:05:15.000Z,2067324,31,709399,2277,"[{'start': 0, 'end': 23, 'url': 'https://t.co/zuv2eMfKkb', 'expanded_url': 'http://www.ahaber.com.tr', 'display_url': 'ahaber.com.tr'}]","[{'start': 17, 'end': 40, 'url': 'https://t.co/imWpY0pUAI', 'expanded_url': 'http://bit.ly/ahaber-google', 'display_url': 'bit.ly/ahaber-google'}, {'start': 43, 'end': 66, 'url': 'https://t.co/tUcDdCqqHo', 'expanded_url': 'http://facebook.com/ahaber.com.tr', 'display_url': 'facebook.com/ahaber.com.tr'}, {'start': 69, 'end': 92, 'url': 'https://t.co/usPmRpghUA', 'expanded_url': 'http://instagram.com/tvahaber', 'display_url': 'instagram.com/tvahaber'}, {'start': 95, 'end': 118, 'url': 'https://t.co/PdES0QdD70', 'expanded_url': 'http://t.me/ahabercomtr', 'display_url': 't.me/ahabercomtr'}, {'start': 121, 'end': 144, 'url': 'https://t.co/zy6dHEP5VI', 'expanded_url': 'http://tiktok.com/@ahaber', 'display_url': 'tiktok.com/@ahaber'}, {'start': 147, 'end': 170, 'url': 'https://t.co/0gqZxLyWkK', 'expanded_url': 'http://youtube.com/ahaber', 'display_url': 'youtube.com/ahaber'}]",,
41,A Haber,True,285685164,"İstanbul, Türkiye",ahaber,https://t.co/zuv2eMfKkb,2011-04-21T16:05:15.000Z,2067324,31,709399,2277,"[{'start': 0, 'end': 23, 'url': 'https://t.co/zuv2eMfKkb', 'expanded_url': 'http://www.ahaber.com.tr', 'display_url': 'ahaber.com.tr'}]","[{'start': 17, 'end': 40, 'url': 'https://t.co/imWpY0pUAI', 'expanded_url': 'http://bit.ly/ahaber-google', 'display_url': 'bit.ly/ahaber-google'}, {'start': 43, 'end': 66, 'url': 'https://t.co/tUcDdCqqHo', 'expanded_url': 'http://facebook.com/ahaber.com.tr', 'display_url': 'facebook.com/ahaber.com.tr'}, {'start': 69, 'end': 92, 'url': 'https://t.co/usPmRpghUA', 'expanded_url': 'http://instagram.com/tvahaber', 'display_url': 'instagram.com/tvahaber'}, {'start': 95, 'end': 118, 'url': 'https://t.co/PdES0QdD70', 'expanded_url': 'http://t.me/ahabercomtr', 'display_url': 't.me/ahabercomtr'}, {'start': 121, 'end': 144, 'url': 'https://t.co/zy6dHEP5VI', 'expanded_url': 'http://tiktok.com/@ahaber', 'display_url': 'tiktok.com/@ahaber'}, {'start': 147, 'end': 170, 'url': 'https://t.co/0gqZxLyWkK', 'expanded_url': 'http://youtube.com/ahaber', 'display_url': 'youtube.com/ahaber'}]",,
42,A Haber,True,285685164,"İstanbul, Türkiye",ahaber,https://t.co/zuv2eMfKkb,2011-04-21T16:05:15.000Z,2067324,31,709399,2277,"[{'start': 0, 'end': 23, 'url': 'https://t.co/zuv2eMfKkb', 'expanded_url': 'http://www.ahaber.com.tr', 'display_url': 'ahaber.com.tr'}]","[{'start': 17, 'end': 40, 'url': 'https://t.co/imWpY0pUAI', 'expanded_url': 'http://bit.ly/ahaber-google', 'display_url': 'bit.ly/ahaber-google'}, {'start': 43, 'end': 66, 'url': 'https://t.co/tUcDdCqqHo', 'expanded_url': 'http://facebook.com/ahaber.com.tr', 'display_url': 'facebook.com/ahaber.com.tr'}, {'start': 69, 'end': 92, 'url': 'https://t.co/usPmRpghUA', 'expanded_url': 'http://instagram.com/tvahaber', 'display_url': 'instagram.com/tvahaber'}, {'start': 95, 'end': 118, 'url': 'https://t.co/PdES0QdD70', 'expanded_url': 'http://t.me/ahabercomtr', 'display_url': 't.me/ahabercomtr'}, {'start': 121, 'end': 144, 'url': 'https://t.co/zy6dHEP5VI', 'expanded_url': 'http://tiktok.com/@ahaber', 'display_url': 'tiktok.com/@ahaber'}, {'start': 147, 'end': 170, 'url': 'https://t.co/0gqZxLyWkK', 'expanded_url': 'http://youtube.com/ahaber', 'display_url': 'youtube.com/ahaber'}]",,
43,A Haber,True,285685164,"İstanbul, Türkiye",ahaber,https://t.co/zuv2eMfKkb,2011-04-21T16:05:15.000Z,2067324,31,709399,2277,"[{'start': 0, 'end': 23, 'url': 'https://t.co/zuv2eMfKkb', 'expanded_url': 'http://www.ahaber.com.tr', 'display_url': 'ahaber.com.tr'}]","[{'start': 17, 'end': 40, 'url': 'https://t.co/imWpY0pUAI', 'expanded_url': 'http://bit.ly/ahaber-google', 'display_url': 'bit.ly/ahaber-google'}, {'start': 43, 'end': 66, 'url': 'https://t.co/tUcDdCqqHo', 'expanded_url': 'http://facebook.com/ahaber.com.tr', 'display_url': 'facebook.com/ahaber.com.tr'}, {'start': 69, 'end': 92, 'url': 'https://t.co/usPmRpghUA', 'expanded_url': 'http://instagram.com/tvahaber', 'display_url': 'instagram.com/tvahaber'}, {'start': 95, 'end': 118, 'url': 'https://t.co/PdES0QdD70', 'expanded_url': 'http://t.me/ahabercomtr', 'display_url': 't.me/ahabercomtr'}, {'start': 121, 'end': 144, 'url': 'https://t.co/zy6dHEP5VI', 'expanded_url': 'http://tiktok.com/@ahaber', 'display_url': 'tiktok.com/@ahaber'}, {'start': 147, 'end': 170, 'url': 'https://t.co/0gqZxLyWkK', 'expanded_url': 'http://youtube.com/ahaber', 'display_url': 'youtube.com/ahaber'}]",,
44,A Haber,True,285685164,"İstanbul, Türkiye",ahaber,https://t.co/zuv2eMfKkb,2011-04-21T16:05:15.000Z,2067324,31,709399,2277,"[{'start': 0, 'end': 23, 'url': 'https://t.co/zuv2eMfKkb', 'expanded_url': 'http://www.ahaber.com.tr', 'display_url': 'ahaber.com.tr'}]","[{'start': 17, 'end': 40, 'url': 'https://t.co/imWpY0pUAI', 'expanded_url': 'http://bit.ly/ahaber-google', 'display_url': 'bit.ly/ahaber-google'}, {'start': 43, 'end': 66, 'url': 'https://t.co/tUcDdCqqHo', 'expanded_url': 'http://facebook.com/ahaber.com.tr', 'display_url': 'facebook.com/ahaber.com.tr'}, {'start': 69, 'end': 92, 'url': 'https://t.co/usPmRpghUA', 'expanded_url': 'http://instagram.com/tvahaber', 'display_url': 'instagram.com/tvahaber'}, {'start': 95, 'end': 118, 'url': 'https://t.co/PdES0QdD70', 'expanded_url': 'http://t.me/ahabercomtr', 'display_url': 't.me/ahabercomtr'}, {'start': 121, 'end': 144, 'url': 'https://t.co/zy6dHEP5VI', 'expanded_url': 'http://tiktok.com/@ahaber', 'display_url': 'tiktok.com/@ahaber'}, {'start': 147, 'end': 170, 'url': 'https://t.co/0gqZxLyWkK', 'expanded_url': 'http://youtube.com/ahaber', 'display_url': 'youtube.com/ahaber'}]",,
45,A Haber,True,285685164,"İstanbul, Türkiye",ahaber,https://t.co/zuv2eMfKkb,2011-04-21T16:05:15.000Z,2067324,31,709399,2277,"[{'start': 0, 'end': 23, 'url': 'https://t.co/zuv2eMfKkb', 'expanded_url': 'http://www.ahaber.com.tr', 'display_url': 'ahaber.com.tr'}]","[{'start': 17, 'end': 40, 'url': 'https://t.co/imWpY0pUAI', 'expanded_url': 'http://bit.ly/ahaber-google', 'display_url': 'bit.ly/ahaber-google'}, {'start': 43, 'end': 66, 'url': 'https://t.co/tUcDdCqqHo', 'expanded_url': 'http://facebook.com/ahaber.com.tr', 'display_url': 'facebook.com/ahaber.com.tr'}, {'start': 69, 'end': 92, 'url': 'https://t.co/usPmRpghUA', 'expanded_url': 'http://instagram.com/tvahaber', 'display_url': 'instagram.com/tvahaber'}, {'start': 95, 'end': 118, 'url': 'https://t.co/PdES0QdD70', 'expanded_url': 'http://t.me/ahabercomtr', 'display_url': 't.me/ahabercomtr'}, {'start': 121, 'end': 144, 'url': 'https://t.co/zy6dHEP5VI', 'expanded_url': 'http://tiktok.com/@ahaber', 'display_url': 'tiktok.com/@ahaber'}, {'start': 147, 'end': 170, 'url': 'https://t.co/0gqZxLyWkK', 'expanded_url': 'http://youtube.com/ahaber', 'display_url': 'youtube.com/ahaber'}]",,
46,A Haber,True,285685164,"İstanbul, Türkiye",ahaber,https://t.co/zuv2eMfKkb,2011-04-21T16:05:15.000Z,2067324,31,709399,2277,"[{'start': 0, 'end': 23, 'url': 'https://t.co/zuv2eMfKkb', 'expanded_url': 'http://www.ahaber.com.tr', 'display_url': 'ahaber.com.tr'}]","[{'start': 17, 'end': 40, 'url': 'https://t.co/imWpY0pUAI', 'expanded_url': 'http://bit.ly/ahaber-google', 'display_url': 'bit.ly/ahaber-google'}, {'start': 43, 'end': 66, 'url': 'https://t.co/tUcDdCqqHo', 'expanded_url': 'http://facebook.com/ahaber.com.tr', 'display_url': 'facebook.com/ahaber.com.tr'}, {'start': 69, 'end': 92, 'url': 'https://t.co/usPmRpghUA', 'expanded_url': 'http://instagram.com/tvahaber', 'display_url': 'instagram.com/tvahaber'}, {'start': 95, 'end': 118, 'url': 'https://t.co/PdES0QdD70', 'expanded_url': 'http://t.me/ahabercomtr', 'display_url': 't.me/ahabercomtr'}, {'start': 121, 'end': 144, 'url': 'https://t.co/zy6dHEP5VI', 'expanded_url': 'http://tiktok.com/@ahaber', 'display_url': 'tiktok.com/@ahaber'}, {'start': 147, 'end': 170, 'url': 'https://t.co/0gqZxLyWkK', 'expanded_url': 'http://youtube.com/ahaber', 'display_url': 'youtube.com/ahaber'}]",,
